sede_sise,distancia_km,cod_mod,nombre_colegio,gestion,tipo_gestion,provincia,distrito,direccion,latitud,longitud
SISE VILLA EL SALVADOR,3.26,0759613,6057 VIRGEN DE LOURDES,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,JIRON CASMA P-14 S/N,-12.17111,-76.91622
SISE SAN JUAN DE MIRAFLORES,4.58,0872515,7106 VILLA LIMATAMBO,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA PROLONGACION JOSE CARLOS MARIATEGUI 3467,-12.1338,-76.9413
SISE VILLA EL SALVADOR,1.03,0492876,6024 JOSE MARIA ARGUEDAS,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA SAN FRANCISCO Y UNION S/N,-12.19654,-76.92936
SISE SAN JUAN DE MIRAFLORES,3.25,0647057,6081 MANUEL SCORZA TORRES,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA RAMON CASTILLA 351,-12.14004,-76.95208
SISE SURCO,3.95,0647057,6081 MANUEL SCORZA TORRES,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA RAMON CASTILLA 351,-12.14004,-76.95208
SISE SAN JUAN DE MIRAFLORES,3.13,0493239,7054,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA VILLA MARIA 800,-12.16208,-76.94455
SISE VILLA EL SALVADOR,3.39,0493239,7054,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA VILLA MARIA 800,-12.16208,-76.94455
SISE VILLA EL SALVADOR,1.77,0329573,6152 STELLA MARIS,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA ATAHUALPA Y SIMON BOLIVAR,-12.203396,-76.926378
SISE SAN JUAN DE MIRAFLORES,0.51,0500611,7062 NACIONES UNIDAS,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOAQUIN BERNAL 3 ZONA A,-12.15619,-76.97483
SISE SURCO,1.82,0500611,7062 NACIONES UNIDAS,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOAQUIN BERNAL 3 ZONA A,-12.15619,-76.97483
SISE SAN JUAN DE MIRAFLORES,1.45,0501908,7060 ANDRES AVELINO CACERES,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA LOS LIBERTADORES MZ 8-9,-12.15274,-76.96267
SISE SURCO,2.84,0501908,7060 ANDRES AVELINO CACERES,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA LOS LIBERTADORES MZ 8-9,-12.15274,-76.96267
SISE SAN JUAN DE MIRAFLORES,1.07,0501700,7069 CESAR VALLEJO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON GABRIEL TORRES 200,-12.15099,-76.97448
SISE SURCO,1.56,0501700,7069 CESAR VALLEJO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON GABRIEL TORRES 200,-12.15099,-76.97448
SISE SAN JUAN DE MIRAFLORES,1.03,0502104,6045 DOLORES CAVERO DE GRAU,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON MARIANO PASTOR SEVILLA ZONA K,-12.15338,-76.96729
SISE SURCO,2.39,0502104,6045 DOLORES CAVERO DE GRAU,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON MARIANO PASTOR SEVILLA ZONA K,-12.15338,-76.96729
SISE SAN JUAN DE MIRAFLORES,1.92,0583476,6089 JORGE BASADRE GROHMANN,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA CONFRATERNIDAD 43-44,-12.14668,-76.96287
SISE SURCO,2.72,0583476,6089 JORGE BASADRE GROHMANN,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA CONFRATERNIDAD 43-44,-12.14668,-76.96287
SISE SAN JUAN DE MIRAFLORES,1.68,0694547,7059 JOSE ANTONIO ENCINAS FRANCO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA CENTENARIO,-12.14751,-76.96546
SISE SURCO,2.45,0694547,7059 JOSE ANTONIO ENCINAS FRANCO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA CENTENARIO,-12.14751,-76.96546
SISE SAN JUAN DE MIRAFLORES,1.1,0773788,6037 INCA PACHACUTEC,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA LOS HEROES 921,-12.15682,-76.964
SISE SURCO,2.86,0773788,6037 INCA PACHACUTEC,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA LOS HEROES 921,-12.15682,-76.964
SISE VILLA EL SALVADOR,4.84,0773788,6037 INCA PACHACUTEC,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA LOS HEROES 921,-12.15682,-76.964
SISE SAN JUAN DE MIRAFLORES,0.56,0501411,7061 LOS HEROES DE SAN JUAN,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOAQUIN BERNAL CUADRA 4 S/N ZONA A,-12.15593,-76.97544
SISE SURCO,1.75,0501411,7061 LOS HEROES DE SAN JUAN,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOAQUIN BERNAL CUADRA 4 S/N ZONA A,-12.15593,-76.97544
SISE SAN JUAN DE MIRAFLORES,1.79,1032481,7041 VIRGEN DE LA MERCED,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,VILLA SOLIDARIDAD ETAPA I,-12.16793,-76.95869
SISE SURCO,4.0,1032481,7041 VIRGEN DE LA MERCED,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,VILLA SOLIDARIDAD ETAPA I,-12.16793,-76.95869
SISE VILLA EL SALVADOR,3.52,1032481,7041 VIRGEN DE LA MERCED,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,VILLA SOLIDARIDAD ETAPA I,-12.16793,-76.95869
SISE VILLA EL SALVADOR,1.18,0500348,6063 JOSE CARLOS MARIATEGUI,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA EL SOL S/N SECTOR 2,-12.200725,-76.943242
SISE VILLA EL SALVADOR,3.74,0607143,6067 JUAN VELASCO ALVARADO,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA CENTRAL /TALARA S/N SECTOR 3,-12.2242,-76.9284
SISE SAN JUAN DE MIRAFLORES,4.94,0874214,7090 FORJADORES DEL PERU,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,PARQUE INDUSTRIAL SECTOR 8,-12.19227,-76.94151
SISE VILLA EL SALVADOR,0.45,0874214,7090 FORJADORES DEL PERU,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,PARQUE INDUSTRIAL SECTOR 8,-12.19227,-76.94151
SISE VILLA EL SALVADOR,4.36,0874222,7077 VIRGEN DEL CARMEN,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA EL SOL SEIS MZ G1 LOTE 2,-12.21796,-76.96735
SISE VILLA EL SALVADOR,4.15,0874206,7091 REPUBLICA DEL PERU,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,MZ E SECTOR 7,-12.22856,-76.94364
SISE SAN JUAN DE MIRAFLORES,3.31,0870949,7082 JUAN DE ESPINOSA MEDRANO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA SOLIDARIDAD S/N MZ A6 LOTE 27,-12.13264,-76.96277
SISE SURCO,3.11,0870949,7082 JUAN DE ESPINOSA MEDRANO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA SOLIDARIDAD S/N MZ A6 LOTE 27,-12.13264,-76.96277
SISE SAN JUAN DE MIRAFLORES,1.31,0870931,7207 MARISCAL RAMON CASTILLA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA PROLONGACION CESAR CANEVARO 2,-12.17117,-76.9682
SISE SURCO,3.52,0870931,7207 MARISCAL RAMON CASTILLA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA PROLONGACION CESAR CANEVARO 2,-12.17117,-76.9682
SISE VILLA EL SALVADOR,4.05,0870931,7207 MARISCAL RAMON CASTILLA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA PROLONGACION CESAR CANEVARO 2,-12.17117,-76.9682
SISE SAN JUAN DE MIRAFLORES,2.7,0773846,7100 REPUBLICA ALEMANA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA ANDRES AVELINO CACERES,-12.18017,-76.95866
SISE SURCO,4.95,0773846,7100 REPUBLICA ALEMANA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA ANDRES AVELINO CACERES,-12.18017,-76.95866
SISE VILLA EL SALVADOR,2.64,0773846,7100 REPUBLICA ALEMANA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA ANDRES AVELINO CACERES,-12.18017,-76.95866
SISE SAN JUAN DE MIRAFLORES,1.81,0694539,6041,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON PROL GABRIEL TORRES C 2,-12.1444,-76.97127
SISE SURCO,1.82,0694539,6041,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON PROL GABRIEL TORRES C 2,-12.1444,-76.97127
SISE SAN JUAN DE MIRAFLORES,1.43,0704809,PADRE ILUMINATO,P£blica de gesti¢n privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA PEDRO MIOTTA 180 ZONA B,-12.17301,-76.9765
SISE SURCO,3.25,0704809,PADRE ILUMINATO,P£blica de gesti¢n privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA PEDRO MIOTTA 180 ZONA B,-12.17301,-76.9765
SISE VILLA EL SALVADOR,4.73,0704809,PADRE ILUMINATO,P£blica de gesti¢n privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA PEDRO MIOTTA 180 ZONA B,-12.17301,-76.9765
SISE VILLA EL SALVADOR,2.97,0325670,6069 PACHACUTEC,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA LAS AMERICAS S/N SECTOR 3,-12.21846,-76.93606
SISE SAN JUAN DE MIRAFLORES,4.75,0501502,REPUBLICA DE BOLIVIA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA LOS ALAMOS S/N SECTOR 1,-12.19653,-76.94983
SISE VILLA EL SALVADOR,1.45,0501502,REPUBLICA DE BOLIVIA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA LOS ALAMOS S/N SECTOR 1,-12.19653,-76.94983
SISE VILLA EL SALVADOR,2.76,0647172,6099 PERU ESPA¥A,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,GRUPO 2A S/N SECTOR 6,-12.21089,-76.9536
SISE VILLA EL SALVADOR,1.83,0481853,6065 PERU INGLATERRA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,CALLE SANTA ROSA S/N SECTOR 2,-12.2076,-76.9419
SISE SAN JUAN DE MIRAFLORES,4.12,0583534,6070 HEROES DEL ALTO CENEPA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA MODELO S/N SECTOR 1,-12.19135,-76.95236
SISE VILLA EL SALVADOR,1.62,0583534,6070 HEROES DEL ALTO CENEPA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA MODELO S/N SECTOR 1,-12.19135,-76.95236
SISE VILLA EL SALVADOR,4.19,0777243,7093 REPUBLICA DE FRANCIA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA MICAELA BASTIDAS / TALARA S/N SECTOR 3,-12.2293,-76.93405
SISE VILLA EL SALVADOR,2.39,1053669,7094 SASAKAWA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA EL SOL / PASTOR SEVILLA,-12.20551,-76.95434
SISE VILLA EL SALVADOR,1.16,0481903,7072 SAN MARTIN DE PORRES,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA REVOLUCION MZ A,-12.19936,-76.94483
SISE VILLA EL SALVADOR,4.11,0874198,7213 PERUANO JAPONES,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA 200 MILLAS S/N SECTOR 1,-12.2248,-76.9204
SISE VILLA EL SALVADOR,2.04,0502633,6064 FRANCISCO BOLOGNESI,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA JORGE CHAVEZ S/N SECTOR 2,-12.21011,-76.93622
SISE VILLA EL SALVADOR,3.16,0583500,6076 REPUBLICA DE NICARAGUA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA MICAELA BASTIDAS GRUPO RESIDENCIAL 26 LOTE 1 Y 2 SECTOR 3,-12.2201,-76.93966
SISE SAN JUAN DE MIRAFLORES,4.99,0643163,6080 ROSA DE AMERICA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA REVOLUCION MZ Q1 LOTE 1 SECTOR 1,-12.19712,-76.94673
SISE VILLA EL SALVADOR,1.17,0643163,6080 ROSA DE AMERICA,P£blica de gesti¢n directa,Público,LIMA,VILLA EL SALVADOR,AVENIDA REVOLUCION MZ Q1 LOTE 1 SECTOR 1,-12.19712,-76.94673
SISE SAN JUAN DE MIRAFLORES,0.15,0520486,JAVIER HERAUD,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA SAN JUAN 690 ZONA E,-12.16179,-76.97289
SISE SURCO,2.39,0520486,JAVIER HERAUD,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA SAN JUAN 690 ZONA E,-12.16179,-76.97289
SISE SAN JUAN DE MIRAFLORES,1.35,0482042,CESAR VALLEJO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA NEPOMUCENO VARGAS CUADRA 3 S/N,-12.1485,-76.97524
SISE SURCO,1.41,0482042,CESAR VALLEJO,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA NEPOMUCENO VARGAS CUADRA 3 S/N,-12.1485,-76.97524
SISE SAN JUAN DE MIRAFLORES,1.26,0329326,FE Y ALEGRIA 3,P£blica de gesti¢n privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA NEPOMUCENO VARGAS 567,-12.14995,-76.96923
SISE SURCO,2.08,0329326,FE Y ALEGRIA 3,P£blica de gesti¢n privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA NEPOMUCENO VARGAS 567,-12.14995,-76.96923
SISE VILLA EL SALVADOR,3.41,0874602,MI DULCE JESUS,Privada,Privado,LIMA,VILLA EL SALVADOR,MZ M LOTE 15-16 SECTOR 6,-12.22169,-76.94446
SISE SAN JUAN DE MIRAFLORES,4.69,0603878,6060 JULIO CESAR TELLO,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA PROL PACHACUTEC 4355,-12.18649,-76.93929
SISE VILLA EL SALVADOR,0.62,0603878,6060 JULIO CESAR TELLO,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA PROL PACHACUTEC 4355,-12.18649,-76.93929
SISE SAN JUAN DE MIRAFLORES,4.03,0694570,6059 SAGRADO CORAZON DE JESUS,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,JIRON COTAHUASI 120,-12.1421,-76.94138
SISE SAN JUAN DE MIRAFLORES,3.44,0694588,6019 MARIANO MELGAR,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA LA UNION 1115,-12.17847,-76.9476
SISE VILLA EL SALVADOR,1.85,0694588,6019 MARIANO MELGAR,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA LA UNION 1115,-12.17847,-76.9476
SISE SAN JUAN DE MIRAFLORES,2.21,0493635,7057 SOBERANA ORDEN MILITAR DE MALTA,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,JIRON CAHUIDE 101,-12.15515,-76.95377
SISE SURCO,3.85,0493635,7057 SOBERANA ORDEN MILITAR DE MALTA,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,JIRON CAHUIDE 101,-12.15515,-76.95377
SISE VILLA EL SALVADOR,4.44,0493635,7057 SOBERANA ORDEN MILITAR DE MALTA,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,JIRON CAHUIDE 101,-12.15515,-76.95377
SISE VILLA EL SALVADOR,3.44,1053628,7233 MATSU UTSUMI,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,CALLE GUADALUPE,-12.21601,-76.91784
SISE SAN JUAN DE MIRAFLORES,2.68,0694554,7074 LA INMACULADA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON CUZCO S/N,-12.137,-76.96824
SISE SURCO,2.36,0694554,7074 LA INMACULADA,P£blica de gesti¢n directa,Público,LIMA,SAN JUAN DE MIRAFLORES,JIRON CUZCO S/N,-12.137,-76.96824
SISE SAN JUAN DE MIRAFLORES,1.06,0773994,SOL DE ALEGRIA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON SAMUEL VILLARAN 299,-12.15168,-76.96988
SISE SURCO,2.06,0773994,SOL DE ALEGRIA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON SAMUEL VILLARAN 299,-12.15168,-76.96988
SISE SAN JUAN DE MIRAFLORES,0.74,1032689,L'HERMITAGE,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON ANTONIO OLIVEIRA 1143 ZONA D,-12.15682,-76.96774
SISE SURCO,2.5,1032689,L'HERMITAGE,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON ANTONIO OLIVEIRA 1143 ZONA D,-12.15682,-76.96774
SISE VILLA EL SALVADOR,4.1,0523720,SALAMANCA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA FERROCARRIL 700,-12.20829,-76.90367
SISE SAN JUAN DE MIRAFLORES,2.93,0872697,CESAR ABRAHAM VALLEJO MENDOZA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA JOSE CARLOS MARIATEGUI 1925,-12.14663,-76.95041
SISE SURCO,4.08,0872697,CESAR ABRAHAM VALLEJO MENDOZA,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA JOSE CARLOS MARIATEGUI 1925,-12.14663,-76.95041
SISE SAN JUAN DE MIRAFLORES,4.32,0872663,MANUEL SCORZA TORRES,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,JIRON TACNA 124,-12.1784,-76.93805
SISE VILLA EL SALVADOR,1.49,0872663,MANUEL SCORZA TORRES,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,JIRON TACNA 124,-12.1784,-76.93805
SISE SAN JUAN DE MIRAFLORES,4.63,0872705,EL REDENTOR,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,JIRON FAUSTINO SANCHEZ CARRION 148,-12.17541,-76.93352
SISE VILLA EL SALVADOR,1.87,0872705,EL REDENTOR,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,JIRON FAUSTINO SANCHEZ CARRION 148,-12.17541,-76.93352
SISE SAN JUAN DE MIRAFLORES,1.05,1071091,CAPITAN ENRIQUE OPPENHEIMER,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON ENRIQUE OPPENHERIMER 901 ZONA C,-12.16724,-76.96649
SISE SURCO,3.31,1071091,CAPITAN ENRIQUE OPPENHEIMER,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON ENRIQUE OPPENHERIMER 901 ZONA C,-12.16724,-76.96649
SISE VILLA EL SALVADOR,4.17,1071091,CAPITAN ENRIQUE OPPENHEIMER,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON ENRIQUE OPPENHERIMER 901 ZONA C,-12.16724,-76.96649
SISE SAN JUAN DE MIRAFLORES,0.66,0870998,SAN MARCOS,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOAQUIN BERNAL 778 MZ 01 LOTE 32 ZONA E,-12.15913,-76.96745
SISE SURCO,2.66,0870998,SAN MARCOS,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOAQUIN BERNAL 778 MZ 01 LOTE 32 ZONA E,-12.15913,-76.96745
SISE VILLA EL SALVADOR,4.88,0870998,SAN MARCOS,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,JIRON JOAQUIN BERNAL 778 MZ 01 LOTE 32 ZONA E,-12.15913,-76.96745
SISE SAN JUAN DE MIRAFLORES,0.17,0329441,MANUEL ANTONIO RAMIREZ BARINAGA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA SAN JUAN 888 ZONA E,-12.15903,-76.97303
SISE SURCO,2.17,0329441,MANUEL ANTONIO RAMIREZ BARINAGA,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA SAN JUAN 888 ZONA E,-12.15903,-76.97303
SISE SAN JUAN DE MIRAFLORES,0.97,0870980,ALBERT EINSTEIN,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA LOS HEROES 799-B,-12.15593,-76.96582
SISE SURCO,2.64,0870980,ALBERT EINSTEIN,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA LOS HEROES 799-B,-12.15593,-76.96582
SISE SAN JUAN DE MIRAFLORES,0.76,0704825,ROSARIO DEL SOLAR,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,CALLE ROSARIO DEL SOLAR 412 ZONA C-2,-12.16497,-76.96808
SISE SURCO,3.01,0704825,ROSARIO DEL SOLAR,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,CALLE ROSARIO DEL SOLAR 412 ZONA C-2,-12.16497,-76.96808
SISE VILLA EL SALVADOR,4.47,0704825,ROSARIO DEL SOLAR,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,CALLE ROSARIO DEL SOLAR 412 ZONA C-2,-12.16497,-76.96808
SISE SAN JUAN DE MIRAFLORES,0.87,0871186,VILLA SAN JUAN,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA PEDRO SILVA 410 ZONA B,-12.16837,-76.9736
SISE SURCO,2.93,0871186,VILLA SAN JUAN,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA PEDRO SILVA 410 ZONA B,-12.16837,-76.9736
SISE VILLA EL SALVADOR,4.71,0871186,VILLA SAN JUAN,Privada,Privado,LIMA,SAN JUAN DE MIRAFLORES,AVENIDA PEDRO SILVA 410 ZONA B,-12.16837,-76.9736
SISE VILLA EL SALVADOR,0.29,0872614,VON HUMBOLDT,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 27 DE DICIEMBRE 178 MZ A LOTE 8-10,-12.19259,-76.93489
SISE SAN JUAN DE MIRAFLORES,3.27,1069723,SAGRADO CORAZON DE JESUS,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA SANTA CRUZ 1427,-12.17071,-76.94516
SISE VILLA EL SALVADOR,2.49,1069723,SAGRADO CORAZON DE JESUS,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA SANTA CRUZ 1427,-12.17071,-76.94516
SISE VILLA EL SALVADOR,1.31,0872580,JESUS MI REDENTOR,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA SANTA ROSA 200 ZONA I,-12.19932,-76.92818
SISE SAN JUAN DE MIRAFLORES,4.17,0647073,MARCO POLO,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 26 DE NOVIEMBRE S/N,-12.17657,-76.93865
SISE VILLA EL SALVADOR,1.7,0647073,MARCO POLO,Privada,Privado,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 26 DE NOVIEMBRE S/N,-12.17657,-76.93865
SISE SAN JUAN DE MIRAFLORES,2.52,0325605,JOSE CARLOS MARIATEGUI,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA PRIMAVERA 1245,-12.15161,-76.95205
SISE SURCO,3.95,0325605,JOSE CARLOS MARIATEGUI,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA PRIMAVERA 1245,-12.15161,-76.95205
SISE VILLA EL SALVADOR,4.74,0325605,JOSE CARLOS MARIATEGUI,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA PRIMAVERA 1245,-12.15161,-76.95205
SISE SAN JUAN DE MIRAFLORES,4.1,0499699,REPUBLICA DEL ECUADOR,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 26 DE NOVIEMBRE,-12.17799,-76.94009
SISE VILLA EL SALVADOR,1.56,0499699,REPUBLICA DEL ECUADOR,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 26 DE NOVIEMBRE,-12.17799,-76.94009
SISE VILLA EL SALVADOR,3.76,0325647,JUAN GUERRERO QUIMPER,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA MARIAM QUIMPER 850,-12.21146,-76.90931
SISE SAN JUAN DE MIRAFLORES,2.41,0325704,TUPAC AMARU,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA PACHACUTEC 2080,-12.167058,-76.952204
SISE SURCO,4.53,0325704,TUPAC AMARU,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA PACHACUTEC 2080,-12.167058,-76.952204
SISE VILLA EL SALVADOR,3.18,0325704,TUPAC AMARU,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA PACHACUTEC 2080,-12.167058,-76.952204
SISE SAN JUAN DE MIRAFLORES,4.09,0325589,MARISCAL ELOY GASPAR URETA,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 26 DE NOVIEMBRE S/N MZ P LOTE 01,-12.17868,-76.94059
SISE VILLA EL SALVADOR,1.49,0325589,MARISCAL ELOY GASPAR URETA,P£blica de gesti¢n directa,Público,LIMA,VILLA MARIA DEL TRIUNFO,AVENIDA 26 DE NOVIEMBRE S/N MZ P LOTE 01,-12.17868,-76.94059
